m,seed,task,dataset,method,mae
16,11,med_qa,med_qa,ens,0.07355110204174226
16,11,med_qa,med_qa,irt,0.38883197185609025
16,11,wmt_14:language_pair=cs-en,wmt_14,sample,0.031414407713106544
16,11,wmt_14:language_pair=cs-en,wmt_14,pkps,0.04154936069909984
16,11,wmt_14:language_pair=cs-en,wmt_14,ens,0.029189221141883333
16,11,wmt_14:language_pair=de-en,wmt_14,sample,0.031502554561480794
16,11,wmt_14:language_pair=de-en,wmt_14,pkps,0.032453943792532185
16,11,wmt_14:language_pair=de-en,wmt_14,ens,0.027974787334717914
16,11,wmt_14:language_pair=fr-en,wmt_14,sample,0.029264941318816816
16,11,wmt_14:language_pair=fr-en,wmt_14,pkps,0.02052293651919874
16,11,wmt_14:language_pair=fr-en,wmt_14,ens,0.024831420961838855
16,11,wmt_14:language_pair=hi-en,wmt_14,sample,0.03101824062653786
16,11,wmt_14:language_pair=hi-en,wmt_14,pkps,0.07398352968583741
16,11,wmt_14:language_pair=hi-en,wmt_14,ens,0.03020662014676596
16,11,wmt_14:language_pair=ru-en,wmt_14,sample,0.03337109517430967
16,11,wmt_14:language_pair=ru-en,wmt_14,pkps,0.05473613298720818
16,11,wmt_14:language_pair=ru-en,wmt_14,ens,0.028628561527691408
32,0,legalbench:subset=abercrombie,legalbench,sample,0.04836941143180533
32,0,legalbench:subset=abercrombie,legalbench,pkps,0.12619310802351846
32,0,legalbench:subset=abercrombie,legalbench,ens,0.0477381083037111
32,0,legalbench:subset=abercrombie,legalbench,irt,0.38911605359611035
32,0,legalbench:subset=corporate_lobbying,legalbench,sample,0.05378584229390681
32,0,legalbench:subset=corporate_lobbying,legalbench,pkps,0.08677296988518665
32,0,legalbench:subset=corporate_lobbying,legalbench,ens,0.052628043455778574
32,0,legalbench:subset=corporate_lobbying,legalbench,irt,0.5104770457427923
32,0,legalbench:subset=function_of_decision_section,legalbench,sample,0.05293458781362007
32,0,legalbench:subset=function_of_decision_section,legalbench,pkps,0.06867719932526554
32,0,legalbench:subset=function_of_decision_section,legalbench,ens,0.05053102363746868
32,0,legalbench:subset=function_of_decision_section,legalbench,irt,0.39078421142315645
32,0,legalbench:subset=international_citizenship_questions,legalbench,sample,0.06220878136200716
32,0,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.09354630679549598
32,0,legalbench:subset=international_citizenship_questions,legalbench,ens,0.05958451492812945
32,0,legalbench:subset=international_citizenship_questions,legalbench,irt,0.37489371240686065
32,0,legalbench:subset=proa,legalbench,sample,0.026941850594227507
32,0,legalbench:subset=proa,legalbench,pkps,0.08061481107956248
32,0,legalbench:subset=proa,legalbench,ens,0.025761024711611173
32,0,legalbench:subset=proa,legalbench,irt,0.14988006515368085
32,0,math:subject=algebra,math,sample,0.04354838709677418
32,0,math:subject=algebra,math,pkps,0.15554974468109878
32,0,math:subject=algebra,math,ens,0.04369367526107078
32,0,math:subject=algebra,math,irt,0.2841929764743195
32,0,math:subject=counting_and_probability,math,sample,0.0234094982078853
32,0,math:subject=counting_and_probability,math,pkps,0.1471360667819584
32,0,math:subject=counting_and_probability,math,ens,0.02336124362188103
32,0,math:subject=counting_and_probability,math,irt,0.1081560441481417
32,0,math:subject=geometry,math,sample,0.02267260894170911
32,0,math:subject=geometry,math,pkps,0.15008618463693862
32,0,math:subject=geometry,math,ens,0.021919199110628132
32,0,math:subject=geometry,math,irt,0.14511706886202755
32,0,math:subject=intermediate_algebra,math,sample,0.03892679900744417
32,0,math:subject=intermediate_algebra,math,pkps,0.1631057260718507
32,0,math:subject=intermediate_algebra,math,ens,0.04022236255913807
32,0,math:subject=intermediate_algebra,math,irt,0.31955564825602367
32,0,math:subject=number_theory,math,sample,0.0
32,0,math:subject=number_theory,math,pkps,0.1620146202492899
32,0,math:subject=number_theory,math,ens,0.008100731012464479
32,0,math:subject=number_theory,math,irt,0.0009778343823023338
32,0,math:subject=prealgebra,math,sample,0.040900850212553144
32,0,math:subject=prealgebra,math,pkps,0.14610351061591145
32,0,math:subject=prealgebra,math,ens,0.0389019719173173
32,0,math:subject=prealgebra,math,irt,0.21291094927018187
32,0,math:subject=precalculus,math,sample,0.042774948122995655
32,0,math:subject=precalculus,math,pkps,0.16254532387719112
32,0,math:subject=precalculus,math,ens,0.04163235288122788
32,0,math:subject=precalculus,math,irt,0.2708087694984534
32,0,med_qa,med_qa,sample,0.05044802867383511
32,0,med_qa,med_qa,pkps,0.09138381983962696
32,0,med_qa,med_qa,ens,0.04826320241718098
32,0,med_qa,med_qa,irt,0.42029681871315583
32,0,wmt_14:language_pair=cs-en,wmt_14,sample,0.021869530840326588
32,0,wmt_14:language_pair=cs-en,wmt_14,pkps,0.04306510145078828
32,0,wmt_14:language_pair=cs-en,wmt_14,ens,0.02143379599083069
32,0,wmt_14:language_pair=de-en,wmt_14,sample,0.017640969903534514
32,0,wmt_14:language_pair=de-en,wmt_14,pkps,0.031084603372376125
32,0,wmt_14:language_pair=de-en,wmt_14,ens,0.017062621534450595
32,0,wmt_14:language_pair=fr-en,wmt_14,sample,0.019218349398788182
32,0,wmt_14:language_pair=fr-en,wmt_14,pkps,0.019662919978333138
32,0,wmt_14:language_pair=fr-en,wmt_14,ens,0.01859205622079438
32,0,wmt_14:language_pair=hi-en,wmt_14,sample,0.020584591503659284
32,0,wmt_14:language_pair=hi-en,wmt_14,pkps,0.0718506336262295
32,0,wmt_14:language_pair=hi-en,wmt_14,ens,0.020722465904773023
32,0,wmt_14:language_pair=ru-en,wmt_14,sample,0.023391610587657624
32,0,wmt_14:language_pair=ru-en,wmt_14,pkps,0.05581718446641579
32,0,wmt_14:language_pair=ru-en,wmt_14,ens,0.02222195618238322
32,1,legalbench:subset=abercrombie,legalbench,sample,0.04691567628749293
32,1,legalbench:subset=abercrombie,legalbench,pkps,0.12914699356554699
32,1,legalbench:subset=abercrombie,legalbench,ens,0.0469826157247263
32,1,legalbench:subset=abercrombie,legalbench,irt,0.3280315960406744
32,1,legalbench:subset=corporate_lobbying,legalbench,sample,0.04744623655913978
32,1,legalbench:subset=corporate_lobbying,legalbench,pkps,0.08647772545855267
32,1,legalbench:subset=corporate_lobbying,legalbench,ens,0.04684930040485721
32,1,legalbench:subset=corporate_lobbying,legalbench,irt,0.28553643509629884
32,1,legalbench:subset=function_of_decision_section,legalbench,sample,0.06787634408602151
32,1,legalbench:subset=function_of_decision_section,legalbench,pkps,0.06839422254802505
32,1,legalbench:subset=function_of_decision_section,legalbench,ens,0.06450876647459348
32,1,legalbench:subset=function_of_decision_section,legalbench,irt,0.5284226959708097
32,1,legalbench:subset=international_citizenship_questions,legalbench,sample,0.05797491039426523
32,1,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.0960870173565871
32,1,legalbench:subset=international_citizenship_questions,legalbench,ens,0.05565703068516412
32,1,legalbench:subset=international_citizenship_questions,legalbench,irt,0.41651295425325613
32,1,legalbench:subset=proa,legalbench,sample,0.030118138087153364
32,1,legalbench:subset=proa,legalbench,pkps,0.07953731800107748
32,1,legalbench:subset=proa,legalbench,ens,0.029756729070849464
32,1,legalbench:subset=proa,legalbench,irt,0.10856033252112302
32,1,math:subject=algebra,math,sample,0.03886648745519712
32,1,math:subject=algebra,math,pkps,0.15727663204628925
32,1,math:subject=algebra,math,ens,0.0373007388753542
32,1,math:subject=algebra,math,irt,0.2609486020926857
32,1,math:subject=counting_and_probability,math,sample,0.024003997794320373
32,1,math:subject=counting_and_probability,math,pkps,0.15589816431888504
32,1,math:subject=counting_and_probability,math,ens,0.02446439076338341
32,1,math:subject=counting_and_probability,math,irt,0.11238530481969952
32,1,math:subject=geometry,math,sample,0.027111629881154505
32,1,math:subject=geometry,math,pkps,0.1596613897644885
32,1,math:subject=geometry,math,ens,0.02794277055910126
32,1,math:subject=geometry,math,irt,0.10644025877099292
32,1,math:subject=intermediate_algebra,math,sample,0.03417080231596361
32,1,math:subject=intermediate_algebra,math,pkps,0.17991244911340448
32,1,math:subject=intermediate_algebra,math,ens,0.03419187024605765
32,1,math:subject=intermediate_algebra,math,irt,0.21007524550225012
32,1,math:subject=number_theory,math,sample,0.0
32,1,math:subject=number_theory,math,pkps,0.1677191001305373
32,1,math:subject=number_theory,math,ens,0.008385955006526852
32,1,math:subject=number_theory,math,irt,0.0009778343823023338
32,1,math:subject=prealgebra,math,sample,0.0368373343335834
32,1,math:subject=prealgebra,math,pkps,0.15617766063475488
32,1,math:subject=prealgebra,math,ens,0.036417561909538626
32,1,math:subject=prealgebra,math,irt,0.23965277977547375
32,1,math:subject=precalculus,math,sample,0.03990402754197321
32,1,math:subject=precalculus,math,pkps,0.16971150780826819
32,1,math:subject=precalculus,math,ens,0.03770615814848463
32,1,math:subject=precalculus,math,irt,0.23687434057848517
32,1,med_qa,med_qa,sample,0.0557347670250896
32,1,med_qa,med_qa,pkps,0.09759152621543322
32,1,med_qa,med_qa,ens,0.053736621976062125
32,1,med_qa,med_qa,irt,0.4304959592550808
32,1,wmt_14:language_pair=cs-en,wmt_14,sample,0.01980595947481308
32,1,wmt_14:language_pair=cs-en,wmt_14,pkps,0.040181198577238855
32,1,wmt_14:language_pair=cs-en,wmt_14,ens,0.019109749987616564
32,1,wmt_14:language_pair=de-en,wmt_14,sample,0.023422559045519646
32,1,wmt_14:language_pair=de-en,wmt_14,pkps,0.031547430288079575
32,1,wmt_14:language_pair=de-en,wmt_14,ens,0.022294459729332337
32,1,wmt_14:language_pair=fr-en,wmt_14,sample,0.022186559708293113
32,1,wmt_14:language_pair=fr-en,wmt_14,pkps,0.01916329803592619
32,1,wmt_14:language_pair=fr-en,wmt_14,ens,0.0209258222287698
32,1,wmt_14:language_pair=hi-en,wmt_14,sample,0.020330346737085746
32,1,wmt_14:language_pair=hi-en,wmt_14,pkps,0.06987848062930536
32,1,wmt_14:language_pair=hi-en,wmt_14,ens,0.019602552939166004
32,1,wmt_14:language_pair=ru-en,wmt_14,sample,0.023327520332200296
32,1,wmt_14:language_pair=ru-en,wmt_14,pkps,0.05254180580034176
32,1,wmt_14:language_pair=ru-en,wmt_14,ens,0.022406810347992818
32,2,legalbench:subset=abercrombie,legalbench,sample,0.04712436332767402
32,2,legalbench:subset=abercrombie,legalbench,pkps,0.13096100264655322
32,2,legalbench:subset=abercrombie,legalbench,ens,0.04654504587279842
32,2,legalbench:subset=abercrombie,legalbench,irt,0.3491903289417036
32,2,legalbench:subset=corporate_lobbying,legalbench,sample,0.050627240143369175
32,2,legalbench:subset=corporate_lobbying,legalbench,pkps,0.08443781628847111
32,2,legalbench:subset=corporate_lobbying,legalbench,ens,0.04940033180154465
32,2,legalbench:subset=corporate_lobbying,legalbench,irt,0.2400569842307118
32,2,legalbench:subset=function_of_decision_section,legalbench,sample,0.05681003584229392
32,2,legalbench:subset=function_of_decision_section,legalbench,pkps,0.06955072852024628
32,2,legalbench:subset=function_of_decision_section,legalbench,ens,0.05356120082438207
32,2,legalbench:subset=function_of_decision_section,legalbench,irt,0.38377545289993076
32,2,legalbench:subset=international_citizenship_questions,legalbench,sample,0.06594982078853047
32,2,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.09044920364742652
32,2,legalbench:subset=international_citizenship_questions,legalbench,ens,0.06314345092867493
32,2,legalbench:subset=international_citizenship_questions,legalbench,irt,0.4838589676778451
32,2,legalbench:subset=proa,legalbench,sample,0.03436969439728354
32,2,legalbench:subset=proa,legalbench,pkps,0.07793538719320321
32,2,legalbench:subset=proa,legalbench,ens,0.03345567985582034
32,2,legalbench:subset=proa,legalbench,irt,0.1437657816818156
32,2,math:subject=algebra,math,sample,0.0435483870967742
32,2,math:subject=algebra,math,pkps,0.16285107861752904
32,2,math:subject=algebra,math,ens,0.04054944522208507
32,2,math:subject=algebra,math,irt,0.22675974436621413
32,2,math:subject=counting_and_probability,math,sample,0.0253050041356493
32,2,math:subject=counting_and_probability,math,pkps,0.15545656253711798
32,2,math:subject=counting_and_probability,math,ens,0.02653392533902256
32,2,math:subject=counting_and_probability,math,irt,0.14462909056933057
32,2,math:subject=geometry,math,sample,0.027076259196378037
32,2,math:subject=geometry,math,pkps,0.15044956598511322
32,2,math:subject=geometry,math,ens,0.027742749651742938
32,2,math:subject=geometry,math,irt,0.14624251881036351
32,2,math:subject=intermediate_algebra,math,sample,0.03959884201819685
32,2,math:subject=intermediate_algebra,math,pkps,0.17066433491964322
32,2,math:subject=intermediate_algebra,math,ens,0.04164188627759651
32,2,math:subject=intermediate_algebra,math,irt,0.20842155653748184
32,2,math:subject=number_theory,math,sample,0.0
32,2,math:subject=number_theory,math,pkps,0.16105307276622055
32,2,math:subject=number_theory,math,ens,0.00805265363831102
32,2,math:subject=number_theory,math,irt,0.0009778343823023338
32,2,math:subject=prealgebra,math,sample,0.04396411602900725
32,2,math:subject=prealgebra,math,pkps,0.15039351843894172
32,2,math:subject=prealgebra,math,ens,0.04227863872377277
32,2,math:subject=prealgebra,math,irt,0.21939294602571874
32,2,math:subject=precalculus,math,sample,0.03725122618373892
32,2,math:subject=precalculus,math,pkps,0.1632140931891462
32,2,math:subject=precalculus,math,ens,0.03562786080958756
32,2,math:subject=precalculus,math,irt,0.24421120005587463
32,2,med_qa,med_qa,sample,0.05221774193548386
32,2,med_qa,med_qa,pkps,0.09624999412796922
32,2,med_qa,med_qa,ens,0.049430261836172586
32,2,med_qa,med_qa,irt,0.42346706286470515
32,2,wmt_14:language_pair=cs-en,wmt_14,sample,0.01721421112317622
32,2,wmt_14:language_pair=cs-en,wmt_14,pkps,0.04075453486087052
32,2,wmt_14:language_pair=cs-en,wmt_14,ens,0.016508357673225546
32,2,wmt_14:language_pair=de-en,wmt_14,sample,0.021124230335477605
32,2,wmt_14:language_pair=de-en,wmt_14,pkps,0.03107687174217395
32,2,wmt_14:language_pair=de-en,wmt_14,ens,0.020747913834590605
32,2,wmt_14:language_pair=fr-en,wmt_14,sample,0.021031961044969925
32,2,wmt_14:language_pair=fr-en,wmt_14,pkps,0.017911878701430347
32,2,wmt_14:language_pair=fr-en,wmt_14,ens,0.019867106090245844
32,2,wmt_14:language_pair=hi-en,wmt_14,sample,0.021800677359628807
32,2,wmt_14:language_pair=hi-en,wmt_14,pkps,0.06975478303505778
32,2,wmt_14:language_pair=hi-en,wmt_14,ens,0.02105210032606823
32,2,wmt_14:language_pair=ru-en,wmt_14,sample,0.01947911257623914
32,2,wmt_14:language_pair=ru-en,wmt_14,pkps,0.054254030238393716
32,2,wmt_14:language_pair=ru-en,wmt_14,ens,0.018734261305874612
32,3,legalbench:subset=abercrombie,legalbench,sample,0.05564162422184494
32,3,legalbench:subset=abercrombie,legalbench,pkps,0.1352913617485963
32,3,legalbench:subset=abercrombie,legalbench,ens,0.05303525293186702
32,3,legalbench:subset=abercrombie,legalbench,irt,0.5323712306354519
32,3,legalbench:subset=corporate_lobbying,legalbench,sample,0.044422043010752685
32,3,legalbench:subset=corporate_lobbying,legalbench,pkps,0.08699728719697548
32,3,legalbench:subset=corporate_lobbying,legalbench,ens,0.04104506142634544
32,3,legalbench:subset=corporate_lobbying,legalbench,irt,0.24688699335755276
32,3,legalbench:subset=function_of_decision_section,legalbench,sample,0.05096326164874552
32,3,legalbench:subset=function_of_decision_section,legalbench,pkps,0.06849090960939358
32,3,legalbench:subset=function_of_decision_section,legalbench,ens,0.04899053143159419
32,3,legalbench:subset=function_of_decision_section,legalbench,irt,0.39838273818687275
32,3,legalbench:subset=international_citizenship_questions,legalbench,sample,0.04858870967741935
32,3,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.09041882189690954
32,3,legalbench:subset=international_citizenship_questions,legalbench,ens,0.04637735521347399
32,3,legalbench:subset=international_citizenship_questions,legalbench,irt,0.4161535050073235
32,3,legalbench:subset=proa,legalbench,sample,0.03262238256932654
32,3,legalbench:subset=proa,legalbench,pkps,0.07825154762921038
32,3,legalbench:subset=proa,legalbench,ens,0.032400313054482814
32,3,legalbench:subset=proa,legalbench,irt,0.15034184221735375
32,3,math:subject=algebra,math,sample,0.041801075268817205
32,3,math:subject=algebra,math,pkps,0.14950686931846052
32,3,math:subject=algebra,math,ens,0.04100920672030551
32,3,math:subject=algebra,math,irt,0.26640231092437383
32,3,math:subject=counting_and_probability,math,sample,0.02317686793493245
32,3,math:subject=counting_and_probability,math,pkps,0.14899773025359317
32,3,math:subject=counting_and_probability,math,ens,0.023493875516338036
32,3,math:subject=counting_and_probability,math,irt,0.15605252867698416
32,3,math:subject=geometry,math,sample,0.027801358234295415
32,3,math:subject=geometry,math,pkps,0.14804711603517628
32,3,math:subject=geometry,math,ens,0.027509289665585766
32,3,math:subject=geometry,math,irt,0.10551955824444836
